84916,60029
101845,54025
117112,49734
131280,46364
145343,43498
158310,41198
170561,39281
182835,37492
194327,36017
205248,34687
216363,33528
226759,32432
236768,31520
246945,30582
256529,29770
265798,29030
275278,28333
284242,27713
292905,27107
301803,26525
310242,26000
318428,25523
326843,25040
334831,24589
342616,24188
350632,23789
358241,23410
365673,23057
373331,22699
380632,22391
387756,22083
395079,21748
402099,21467
408980,21224
416014,20935
422780,20681
429412,20432
436232,20218
442766,19986
449165,19753
455777,19545
462105,19339
468307,19142
474719,18942
480866,18761
486905,18598
493128,18409
499117,18251
504984,18079
511027,17899
516860,17743
522587,17603
528486,17459
534186,17326
539761,17174
545528,17042
551096,16910
556527,16766
562174,16646
567613,16517
572931,16404
578451,16277
583782,16169
588996,16065
594403,15952
599604,15822
604722,15726
610030,15627
615126,15522
620153,15431
625355,15325
630369,15243
635290,15137
640403,15048
645313,14944
650156,14866
655194,14791
660025,14712
664773,14617
669731,14537
674483,14458
679163,14390
684013,14282
688709,14226
693304,14141
698086,14073
702704,13995
707242,13938
711927,13841
716491,13787
720953,13711
725582,13655
730070,13579
734483,13530
739053,13471
743464,13394
747810,13327
752338,13285
756695,13231
760978,13168
765438,13100
769719,13024
773965,12987
778352,12914
782603,12884
786772,12807
791127,12775
795302,12699
799442,12670
803740,12613
807863,12561
811954,12512
816190,12450
820285,12422
824308,12354
828501,12311
832545,12260
836526,12218
840673,12172
844666,12121
848608,12082
852706,12033
856672,12006
860554,11946
864623,11917
868539,11867
872387,11833
876401,11778
880290,11751
884108,11721
888063,11662
891901,11611
895692,11584
899609,11546
903421,11520
907163,11471
911063,11454
914825,11404
918521,11358
922377,11314
926113,11288
929766,11245
933599,11222
937286,11173
940921,11155
944704,11105
948365,11079
951962,11041
955739,11035
959353,10988
962913,10951
966659,10920
970248,10895
973773,10860
977486,10827
981050,10802
984543,10770
988221,10735
991760,10710
995221,10678
998862,10641
1002377,10617
1005810,10589
1009412,10550
1012902,10525
1016309,10499
1019891,10479
1023357,10455
1026739,10430
1030300,10409
1033720,10363
1037079,10340
1040617,10317
1044014,10294
1047350,10271
1050842,10225
1054215,10201
1057531,10181
1060996,10154
1064346,10131
1067645,10114
1071082,10086
1074431,10085
1077690,10045
1081098,10016
1084401,9970
1087668,9978
1091043,9945
1094324,9923
1097555,9887
1107397,9842
1117148,9751
1126854,9706
1136492,9638
1146063,9571
1155588,9525
1165045,9457
1174457,9412
1183779,9322
1193077,9298
1202308,9231
1211494,9186
1220611,9117
1229684,9073
1238711,9027
1247693,8982
1256629,8936
1265497,8868
1274343,8846
1283121,8778
1291854,8733
1300564,8710
1309229,8665
1317826,8597
1326400,8574
1334929,8529
1343413,8484
1351874,8461
1360268,8394
1368661,8393
1376987,8326
1385290,8303
1393547,8257
1401759,8212
1409949,8190
1418116,8167
1426215,8099
1434314,8099
1442368,8054
1450376,8008
1458362,7986
1466326,7964
1474244,7918
1482139,7895
1489990,7851
1497817,7827
1505622,7805
1513405,7783
1100920,9877
1110727,9807
1120488,9761
1130155,9667
1139776,9621
1149327,9551
1158832,9505
1168269,9437
1177658,9389
1186977,9319
1196228,9251
1205455,9227
1214612,9157
1223723,9111
1232788,9065
1241783,8995
1250754,8971
1259657,8903
1268536,8879
1277345,8809
1286108,8763
1294849,8741
1303519,8670
1312166,8647
1320767,8601
1329322,8555
1337830,8508
1346315,8485
1354753,8438
1363145,8392
1371514,8369
1379836,8322
1388112,8276
1396364,8252
1404571,8207
1412753,8182
1420890,8137
1428981,8091
1437071,8090
1445116,8045
1453113,7997
1461088,7975
1469039,7951
1476944,7905
1484826,7882
1492661,7835
1500496,7835
1508284,7788
1516049,7765
1104178,9854
1113962,9784
1123701,9739
1133346,9645
1142946,9600
1152476,9530
1161959,9483
1171396,9437
1180741,9345
1190039,9298
1199292,9253
1208497,9205
1217634,9137
1226724,9090
1235767,9043
1244765,8998
1253717,8952
1262598,8881
1271458,8860
1280247,8789
1289013,8766
1297734,8721
1306385,8651
1315012,8627
1323616,8604
1332151,8535
1340639,8488
1349105,8466
1357547,8442
1365920,8373
1374269,8349
1382572,8303
1390852,8280
1399086,8234
1407274,8188
1415438,8164
1423579,8141
1431674,8095
1439723,8049
1447771,8048
1455751,7980
1463730,7979
1471663,7933
1479550,7887
1487437,7887
1495254,7817
1503071,7817
1510842,7771
1518613,7771
1521142,7737
1523768,7719
1526338,7725
1528856,7714
1531487,7719
1534039,7701
1536547,7691
1539160,7673
1541695,7656
1544194,7647
1546809,7649
1549350,7655
1551840,7646
1554436,7627
1556959,7609
1559419,7579
1562016,7580
1564522,7563
1566998,7579
1569595,7579
1572084,7562
1574554,7556
1577129,7534
1579624,7540
1582065,7511
1584639,7510
1587117,7493
1589575,7510
1592126,7487
1594611,7494
1597041,7466
1599591,7465
1602058,7447
1604484,7443
1607032,7441
1609482,7424
1611904,7420
1614426,7394
1616882,7400
1619302,7398
1621821,7395
1624259,7377
1626677,7375
1629192,7371
1631614,7355
1634029,7352
1641359,7330
1648642,7283
1655926,7284
1663188,7262
1670426,7238
1677620,7194
1684814,7194
1691985,7171
1699133,7148
1706259,7126
1713362,7103
1720442,7080
1727500,7058
1734557,7057
1741570,7013
1748560,6990
1755550,6990
1762517,6967
1769461,6944
1776383,6922
1783282,6899
1790181,6899
1797058,6877
1803889,6831
1810720,6831
1817551,6831
1824337,6786
1831123,6786
1837886,6763
1844627,6741
1851345,6718
1858063,6718
1864759,6696
1871432,6673
1878082,6650
1884732,6650
1891360,6628
1897965,6605
1904570,6605
1911153,6583
1917713,6560
1924273,6560
1930810,6537
1937324,6514
1943839,6515
1950330,6491
1956799,6469
1963268,6469
1636541,7349
1643842,7301
1651144,7302
1658399,7255
1665654,7255
1672886,7232
1680095,7209
1687281,7186
1694420,7139
1701560,7140
1708676,7116
1715792,7116
1722862,7070
1729908,7046
1736954,7046
1743955,7001
1750955,7000
1757932,6977
1764886,6954
1771839,6953
1778747,6908
1785654,6907
1792515,6861
1799376,6861
1806237,6861
1813051,6814
1819866,6815
1826657,6791
1833425,6768
1840194,6769
1846915,6721
1853637,6722
1860359,6722
1867034,6675
1873709,6675
1880361,6652
1887013,6652
1893619,6606
1900224,6605
1906829,6605
1913389,6560
1919971,6582
1926507,6536
1933043,6536
1939555,6512
1946045,6490
1952535,6490
1959001,6466
1965467,6466
1638968,7354
1646275,7307
1653560,7285
1660822,7262
1668060,7238
1675275,7215
1682467,7192
1689637,7170
1696806,7169
1703928,7122
1711051,7123
1718128,7077
1725204,7076
1732258,7054
1739288,7030
1746294,7006
1753278,6984
1760239,6961
1767199,6960
1774113,6914
1781027,6914
1787919,6892
1794809,6890
1801654,6845
1808499,6845
1815320,6821
1822119,6799
1828894,6775
1835669,6775
1842421,6752
1849150,6729
1855878,6728
1862561,6683
1869243,6682
1875926,6683
1882562,6636
1889199,6637
1895812,6613
1902425,6613
1909015,6590
1915582,6567
1922125,6543
1928669,6544
1935190,6521
1941710,6520
1948207,6497
1954681,6474
1961156,6475
1967606,6450
1969715,6447
1971910,6443
1974034,6428
1976139,6424
1978330,6420
1980462,6428
1982562,6423
1984750,6420
1986867,6405
1988964,6402
1991147,6397
1993271,6404
1995342,6378
1997544,6397
1999652,6381
2001721,6379
2003917,6373
2006010,6358
2008099,6378
2010267,6350
2012368,6358
2014433,6334
2016618,6351
2018703,6335
2020766,6333
2022945,6327
2025037,6334
2027099,6333
2029249,6304
2031349,6312
2033410,6311
2035553,6304
2037660,6311
2039721,6311
2041857,6304
2043948,6288
2045986,6265
2048138,6281
2050214,6266
2052274,6288
2054395,6257
2056479,6265
2058517,6243
2060652,6257
2062721,6242
2064760,6243
2071002,6242
2077222,6220
2083442,6220
2089617,6175
2095815,6198
2101989,6174
2108142,6153
2114294,6152
2120423,6129
2126553,6130
2132660,6107
2138767,6107
2144851,6084
2150935,6084
2156996,6061
2163058,6062
2169096,6038
2175135,6039
2181174,6039
2187167,5993
2193183,6016
2199177,5994
2205148,5971
2211119,5971
2217090,5971
2223038,5948
2228964,5926
2234912,5948
2240815,5903
2246741,5926
2252621,5880
2258525,5904
2264405,5880
2270263,5858
2276120,5857
2281978,5858
2287813,5835
2293648,5835
2299483,5835
2305295,5812
2311085,5790
2316875,5790
2322665,5790
2328454,5789
2334221,5767
2339965,5744
2345710,5745
2351454,5744
2066910,6258
2073121,6211
2079355,6234
2085542,6187
2091731,6189
2097918,6187
2104083,6165
2110247,6164
2116388,6141
2122530,6142
2128648,6118
2134743,6095
2140838,6095
2146933,6095
2153004,6071
2159076,6072
2165125,6049
2171173,6048
2177198,6025
2183224,6026
2189226,6002
2195228,6002
2201207,5979
2207186,5979
2213165,5979
2219120,5955
2225076,5956
2231009,5933
2236918,5909
2242851,5933
2248760,5909
2254646,5886
2260532,5886
2266418,5886
2272281,5863
2278121,5840
2283983,5862
2289823,5840
2295640,5817
2301456,5816
2307272,5816
2313065,5793
2318858,5793
2324651,5793
2330421,5770
2336167,5746
2341937,5770
2347684,5747
2353408,5724
2068963,6242
2075182,6219
2081401,6219
2087596,6195
2093792,6196
2099965,6173
2106138,6173
2112288,6150
2118414,6126
2124563,6149
